category,canonical_field,source_endpoints,likely_use,priority
unknown,market_hours.future.XC.sessionHours.regularMarket.*.start,market_hours,unknown,medium
unknown,market_hours.future.XK,market_hours,unknown,medium
unknown,market_hours.future.XK.category,market_hours,unknown,medium
unknown,market_hours.future.XK.date,market_hours,unknown,medium
unknown,market_hours.future.XK.exchange,market_hours,unknown,low
unknown,market_hours.future.XK.marketType,market_hours,unknown,medium
unknown,market_hours.future.XK.product,market_hours,unknown,medium
unknown,market_hours.future.XK.productName,market_hours,unknown,medium
unknown,market_hours.future.XK.sessionHours,market_hours,unknown,medium
unknown,market_hours.future.XK.sessionHours.noTrading,market_hours,unknown,medium
unknown,market_hours.future.XK.sessionHours.noTrading.*,market_hours,unknown,medium
unknown,market_hours.future.XK.sessionHours.noTrading.*.end,market_hours,unknown,medium
unknown,market_hours.future.XK.sessionHours.noTrading.*.start,market_hours,unknown,medium
unknown,market_hours.future.XK.sessionHours.regularMarket,market_hours,unknown,medium
unknown,market_hours.future.XK.sessionHours.regularMarket.*,market_hours,unknown,medium
unknown,market_hours.future.XK.sessionHours.regularMarket.*.end,market_hours,unknown,medium
unknown,market_hours.future.XK.sessionHours.regularMarket.*.start,market_hours,unknown,medium
unknown,market_hours.future.XLM,market_hours,unknown,medium
unknown,market_hours.future.XLM.category,market_hours,unknown,medium
unknown,market_hours.future.XLM.date,market_hours,unknown,medium
unknown,market_hours.future.XLM.exchange,market_hours,unknown,low
unknown,market_hours.future.XLM.marketType,market_hours,unknown,medium
unknown,market_hours.future.XLM.product,market_hours,unknown,medium
unknown,market_hours.future.XLM.productName,market_hours,unknown,medium
unknown,market_hours.future.XLM.sessionHours,market_hours,unknown,medium
unknown,market_hours.future.XLM.sessionHours.noTrading,market_hours,unknown,medium
unknown,market_hours.future.XLM.sessionHours.noTrading.*,market_hours,unknown,medium
unknown,market_hours.future.XLM.sessionHours.noTrading.*.end,market_hours,unknown,medium
unknown,market_hours.future.XLM.sessionHours.noTrading.*.start,market_hours,unknown,medium
unknown,market_hours.future.XLM.sessionHours.regularMarket,market_hours,unknown,medium
unknown,market_hours.future.XLM.sessionHours.regularMarket.*,market_hours,unknown,medium
unknown,market_hours.future.XLM.sessionHours.regularMarket.*.end,market_hours,unknown,medium
unknown,market_hours.future.XLM.sessionHours.regularMarket.*.start,market_hours,unknown,medium
unknown,market_hours.future.XRP,market_hours,unknown,medium
unknown,market_hours.future.XRP.category,market_hours,unknown,medium
unknown,market_hours.future.XRP.date,market_hours,unknown,medium
unknown,market_hours.future.XRP.exchange,market_hours,unknown,low
unknown,market_hours.future.XRP.marketType,market_hours,unknown,medium
unknown,market_hours.future.XRP.product,market_hours,unknown,medium
unknown,market_hours.future.XRP.productName,market_hours,unknown,medium
unknown,market_hours.future.XRP.sessionHours,market_hours,unknown,medium
unknown,market_hours.future.XRP.sessionHours.noTrading,market_hours,unknown,medium
unknown,market_hours.future.XRP.sessionHours.noTrading.*,market_hours,unknown,medium
unknown,market_hours.future.XRP.sessionHours.noTrading.*.end,market_hours,unknown,medium
unknown,market_hours.future.XRP.sessionHours.noTrading.*.start,market_hours,unknown,medium
unknown,market_hours.future.XRP.sessionHours.regularMarket,market_hours,unknown,medium
unknown,market_hours.future.XRP.sessionHours.regularMarket.*,market_hours,unknown,medium
unknown,market_hours.future.XRP.sessionHours.regularMarket.*.end,market_hours,unknown,medium
unknown,market_hours.future.XRP.sessionHours.regularMarket.*.start,market_hours,unknown,medium
unknown,market_hours.future.XW,market_hours,unknown,medium
unknown,market_hours.future.XW.category,market_hours,unknown,medium
unknown,market_hours.future.XW.date,market_hours,unknown,medium
unknown,market_hours.future.XW.exchange,market_hours,unknown,low
unknown,market_hours.future.XW.marketType,market_hours,unknown,medium
unknown,market_hours.future.XW.product,market_hours,unknown,medium
unknown,market_hours.future.XW.productName,market_hours,unknown,medium
unknown,market_hours.future.XW.sessionHours,market_hours,unknown,medium
unknown,market_hours.future.XW.sessionHours.noTrading,market_hours,unknown,medium
unknown,market_hours.future.XW.sessionHours.noTrading.*,market_hours,unknown,medium
unknown,market_hours.future.XW.sessionHours.noTrading.*.end,market_hours,unknown,medium
unknown,market_hours.future.XW.sessionHours.noTrading.*.start,market_hours,unknown,medium
unknown,market_hours.future.XW.sessionHours.regularMarket,market_hours,unknown,medium
unknown,market_hours.future.XW.sessionHours.regularMarket.*,market_hours,unknown,medium
unknown,market_hours.future.XW.sessionHours.regularMarket.*.end,market_hours,unknown,medium
unknown,market_hours.future.XW.sessionHours.regularMarket.*.start,market_hours,unknown,medium
unknown,market_hours.future.YM,market_hours,unknown,medium
unknown,market_hours.future.YM.category,market_hours,unknown,medium
unknown,market_hours.future.YM.date,market_hours,unknown,medium
unknown,market_hours.future.YM.exchange,market_hours,unknown,low
unknown,market_hours.future.YM.marketType,market_hours,unknown,medium
unknown,market_hours.future.YM.product,market_hours,unknown,medium
unknown,market_hours.future.YM.productName,market_hours,unknown,medium
unknown,market_hours.future.YM.sessionHours,market_hours,unknown,medium
unknown,market_hours.future.YM.sessionHours.noTrading,market_hours,unknown,medium
unknown,market_hours.future.YM.sessionHours.noTrading.*,market_hours,unknown,medium
unknown,market_hours.future.YM.sessionHours.noTrading.*.end,market_hours,unknown,medium
unknown,market_hours.future.YM.sessionHours.noTrading.*.start,market_hours,unknown,medium
unknown,market_hours.future.YM.sessionHours.regularMarket,market_hours,unknown,medium
unknown,market_hours.future.YM.sessionHours.regularMarket.*,market_hours,unknown,medium
unknown,market_hours.future.YM.sessionHours.regularMarket.*.end,market_hours,unknown,medium
unknown,market_hours.future.YM.sessionHours.regularMarket.*.start,market_hours,unknown,medium
unknown,market_hours.future.ZB,market_hours,unknown,medium
unknown,market_hours.future.ZB.category,market_hours,unknown,medium
unknown,market_hours.future.ZB.date,market_hours,unknown,medium
unknown,market_hours.future.ZB.exchange,market_hours,unknown,low
unknown,market_hours.future.ZB.marketType,market_hours,unknown,medium
unknown,market_hours.future.ZB.product,market_hours,unknown,medium
unknown,market_hours.future.ZB.productName,market_hours,unknown,medium
unknown,market_hours.future.ZB.sessionHours,market_hours,unknown,medium
unknown,market_hours.future.ZB.sessionHours.noTrading,market_hours,unknown,medium
unknown,market_hours.future.ZB.sessionHours.noTrading.*,market_hours,unknown,medium
unknown,market_hours.future.ZB.sessionHours.noTrading.*.end,market_hours,unknown,medium
unknown,market_hours.future.ZB.sessionHours.noTrading.*.start,market_hours,unknown,medium
unknown,market_hours.future.ZB.sessionHours.regularMarket,market_hours,unknown,medium
unknown,market_hours.future.ZB.sessionHours.regularMarket.*,market_hours,unknown,medium
unknown,market_hours.future.ZB.sessionHours.regularMarket.*.end,market_hours,unknown,medium
unknown,market_hours.future.ZB.sessionHours.regularMarket.*.start,market_hours,unknown,medium
unknown,market_hours.future.ZC,market_hours,unknown,medium
unknown,market_hours.future.ZC.category,market_hours,unknown,medium
unknown,market_hours.future.ZC.date,market_hours,unknown,medium
unknown,market_hours.future.ZC.exchange,market_hours,unknown,low
unknown,market_hours.future.ZC.marketType,market_hours,unknown,medium
unknown,market_hours.future.ZC.product,market_hours,unknown,medium
unknown,market_hours.future.ZC.productName,market_hours,unknown,medium
unknown,market_hours.future.ZC.sessionHours,market_hours,unknown,medium
unknown,market_hours.future.ZC.sessionHours.noTrading,market_hours,unknown,medium
unknown,market_hours.future.ZC.sessionHours.noTrading.*,market_hours,unknown,medium
unknown,market_hours.future.ZC.sessionHours.noTrading.*.end,market_hours,unknown,medium
unknown,market_hours.future.ZC.sessionHours.noTrading.*.start,market_hours,unknown,medium
unknown,market_hours.future.ZC.sessionHours.regularMarket,market_hours,unknown,medium
unknown,market_hours.future.ZC.sessionHours.regularMarket.*,market_hours,unknown,medium
unknown,market_hours.future.ZC.sessionHours.regularMarket.*.end,market_hours,unknown,medium
unknown,market_hours.future.ZC.sessionHours.regularMarket.*.start,market_hours,unknown,medium
unknown,market_hours.future.ZF,market_hours,unknown,medium
unknown,market_hours.future.ZF.category,market_hours,unknown,medium
unknown,market_hours.future.ZF.date,market_hours,unknown,medium
unknown,market_hours.future.ZF.exchange,market_hours,unknown,low
unknown,market_hours.future.ZF.marketType,market_hours,unknown,medium
unknown,market_hours.future.ZF.product,market_hours,unknown,medium
unknown,market_hours.future.ZF.productName,market_hours,unknown,medium
unknown,market_hours.future.ZF.sessionHours,market_hours,unknown,medium
unknown,market_hours.future.ZF.sessionHours.noTrading,market_hours,unknown,medium
unknown,market_hours.future.ZF.sessionHours.noTrading.*,market_hours,unknown,medium
unknown,market_hours.future.ZF.sessionHours.noTrading.*.end,market_hours,unknown,medium
unknown,market_hours.future.ZF.sessionHours.noTrading.*.start,market_hours,unknown,medium
unknown,market_hours.future.ZF.sessionHours.regularMarket,market_hours,unknown,medium
unknown,market_hours.future.ZF.sessionHours.regularMarket.*,market_hours,unknown,medium
unknown,market_hours.future.ZF.sessionHours.regularMarket.*.end,market_hours,unknown,medium
unknown,market_hours.future.ZF.sessionHours.regularMarket.*.start,market_hours,unknown,medium
unknown,market_hours.future.ZL,market_hours,unknown,medium
unknown,market_hours.future.ZL.category,market_hours,unknown,medium
unknown,market_hours.future.ZL.date,market_hours,unknown,medium
unknown,market_hours.future.ZL.exchange,market_hours,unknown,low
unknown,market_hours.future.ZL.marketType,market_hours,unknown,medium
unknown,market_hours.future.ZL.product,market_hours,unknown,medium
unknown,market_hours.future.ZL.productName,market_hours,unknown,medium
unknown,market_hours.future.ZL.sessionHours,market_hours,unknown,medium
unknown,market_hours.future.ZL.sessionHours.noTrading,market_hours,unknown,medium
unknown,market_hours.future.ZL.sessionHours.noTrading.*,market_hours,unknown,medium
unknown,market_hours.future.ZL.sessionHours.noTrading.*.end,market_hours,unknown,medium
unknown,market_hours.future.ZL.sessionHours.noTrading.*.start,market_hours,unknown,medium
unknown,market_hours.future.ZL.sessionHours.regularMarket,market_hours,unknown,medium
unknown,market_hours.future.ZL.sessionHours.regularMarket.*,market_hours,unknown,medium
unknown,market_hours.future.ZL.sessionHours.regularMarket.*.end,market_hours,unknown,medium
unknown,market_hours.future.ZL.sessionHours.regularMarket.*.start,market_hours,unknown,medium
unknown,market_hours.future.ZM,market_hours,unknown,medium
unknown,market_hours.future.ZM.category,market_hours,unknown,medium
unknown,market_hours.future.ZM.date,market_hours,unknown,medium
unknown,market_hours.future.ZM.exchange,market_hours,unknown,low
unknown,market_hours.future.ZM.marketType,market_hours,unknown,medium
unknown,market_hours.future.ZM.product,market_hours,unknown,medium
unknown,market_hours.future.ZM.productName,market_hours,unknown,medium
unknown,market_hours.future.ZM.sessionHours,market_hours,unknown,medium
unknown,market_hours.future.ZM.sessionHours.noTrading,market_hours,unknown,medium
unknown,market_hours.future.ZM.sessionHours.noTrading.*,market_hours,unknown,medium
unknown,market_hours.future.ZM.sessionHours.noTrading.*.end,market_hours,unknown,medium
unknown,market_hours.future.ZM.sessionHours.noTrading.*.start,market_hours,unknown,medium
unknown,market_hours.future.ZM.sessionHours.regularMarket,market_hours,unknown,medium
unknown,market_hours.future.ZM.sessionHours.regularMarket.*,market_hours,unknown,medium
unknown,market_hours.future.ZM.sessionHours.regularMarket.*.end,market_hours,unknown,medium
unknown,market_hours.future.ZM.sessionHours.regularMarket.*.start,market_hours,unknown,medium
unknown,market_hours.future.ZN,market_hours,unknown,medium
unknown,market_hours.future.ZN.category,market_hours,unknown,medium
unknown,market_hours.future.ZN.date,market_hours,unknown,medium
unknown,market_hours.future.ZN.exchange,market_hours,unknown,low
unknown,market_hours.future.ZN.marketType,market_hours,unknown,medium
unknown,market_hours.future.ZN.product,market_hours,unknown,medium
unknown,market_hours.future.ZN.productName,market_hours,unknown,medium
unknown,market_hours.future.ZN.sessionHours,market_hours,unknown,medium
unknown,market_hours.future.ZN.sessionHours.noTrading,market_hours,unknown,medium
unknown,market_hours.future.ZN.sessionHours.noTrading.*,market_hours,unknown,medium
unknown,market_hours.future.ZN.sessionHours.noTrading.*.end,market_hours,unknown,medium
unknown,market_hours.future.ZN.sessionHours.noTrading.*.start,market_hours,unknown,medium
unknown,market_hours.future.ZN.sessionHours.regularMarket,market_hours,unknown,medium
unknown,market_hours.future.ZN.sessionHours.regularMarket.*,market_hours,unknown,medium
unknown,market_hours.future.ZN.sessionHours.regularMarket.*.end,market_hours,unknown,medium
unknown,market_hours.future.ZN.sessionHours.regularMarket.*.start,market_hours,unknown,medium
unknown,market_hours.future.ZO,market_hours,unknown,medium
unknown,market_hours.future.ZO.category,market_hours,unknown,medium
unknown,market_hours.future.ZO.date,market_hours,unknown,medium
unknown,market_hours.future.ZO.exchange,market_hours,unknown,low
unknown,market_hours.future.ZO.marketType,market_hours,unknown,medium
unknown,market_hours.future.ZO.product,market_hours,unknown,medium
unknown,market_hours.future.ZO.productName,market_hours,unknown,medium
unknown,market_hours.future.ZO.sessionHours,market_hours,unknown,medium
unknown,market_hours.future.ZO.sessionHours.noTrading,market_hours,unknown,medium
unknown,market_hours.future.ZO.sessionHours.noTrading.*,market_hours,unknown,medium
unknown,market_hours.future.ZO.sessionHours.noTrading.*.end,market_hours,unknown,medium
unknown,market_hours.future.ZO.sessionHours.noTrading.*.start,market_hours,unknown,medium
unknown,market_hours.future.ZO.sessionHours.regularMarket,market_hours,unknown,medium
unknown,market_hours.future.ZO.sessionHours.regularMarket.*,market_hours,unknown,medium
unknown,market_hours.future.ZO.sessionHours.regularMarket.*.end,market_hours,unknown,medium
unknown,market_hours.future.ZO.sessionHours.regularMarket.*.start,market_hours,unknown,medium
unknown,market_hours.future.ZQ,market_hours,unknown,medium
unknown,market_hours.future.ZQ.category,market_hours,unknown,medium
unknown,market_hours.future.ZQ.date,market_hours,unknown,medium
unknown,market_hours.future.ZQ.exchange,market_hours,unknown,low
unknown,market_hours.future.ZQ.marketType,market_hours,unknown,medium
unknown,market_hours.future.ZQ.product,market_hours,unknown,medium
unknown,market_hours.future.ZQ.productName,market_hours,unknown,medium
unknown,market_hours.future.ZQ.sessionHours,market_hours,unknown,medium
unknown,market_hours.future.ZQ.sessionHours.noTrading,market_hours,unknown,medium
unknown,market_hours.future.ZQ.sessionHours.noTrading.*,market_hours,unknown,medium
unknown,market_hours.future.ZQ.sessionHours.noTrading.*.end,market_hours,unknown,medium
unknown,market_hours.future.ZQ.sessionHours.noTrading.*.start,market_hours,unknown,medium
unknown,market_hours.future.ZQ.sessionHours.regularMarket,market_hours,unknown,medium
unknown,market_hours.future.ZQ.sessionHours.regularMarket.*,market_hours,unknown,medium
unknown,market_hours.future.ZQ.sessionHours.regularMarket.*.end,market_hours,unknown,medium
unknown,market_hours.future.ZQ.sessionHours.regularMarket.*.start,market_hours,unknown,medium
unknown,market_hours.future.ZR,market_hours,unknown,medium
unknown,market_hours.future.ZR.category,market_hours,unknown,medium
unknown,market_hours.future.ZR.date,market_hours,unknown,medium
unknown,market_hours.future.ZR.exchange,market_hours,unknown,low
unknown,market_hours.future.ZR.marketType,market_hours,unknown,medium
unknown,market_hours.future.ZR.product,market_hours,unknown,medium
unknown,market_hours.future.ZR.productName,market_hours,unknown,medium
unknown,market_hours.future.ZR.sessionHours,market_hours,unknown,medium
unknown,market_hours.future.ZR.sessionHours.noTrading,market_hours,unknown,medium
unknown,market_hours.future.ZR.sessionHours.noTrading.*,market_hours,unknown,medium
unknown,market_hours.future.ZR.sessionHours.noTrading.*.end,market_hours,unknown,medium
unknown,market_hours.future.ZR.sessionHours.noTrading.*.start,market_hours,unknown,medium
unknown,market_hours.future.ZR.sessionHours.regularMarket,market_hours,unknown,medium
unknown,market_hours.future.ZR.sessionHours.regularMarket.*,market_hours,unknown,medium
unknown,market_hours.future.ZR.sessionHours.regularMarket.*.end,market_hours,unknown,medium
unknown,market_hours.future.ZR.sessionHours.regularMarket.*.start,market_hours,unknown,medium
unknown,market_hours.future.ZS,market_hours,unknown,medium
unknown,market_hours.future.ZS.category,market_hours,unknown,medium
unknown,market_hours.future.ZS.date,market_hours,unknown,medium
unknown,market_hours.future.ZS.exchange,market_hours,unknown,low
unknown,market_hours.future.ZS.marketType,market_hours,unknown,medium
unknown,market_hours.future.ZS.product,market_hours,unknown,medium
unknown,market_hours.future.ZS.productName,market_hours,unknown,medium
unknown,market_hours.future.ZS.sessionHours,market_hours,unknown,medium
unknown,market_hours.future.ZS.sessionHours.noTrading,market_hours,unknown,medium
unknown,market_hours.future.ZS.sessionHours.noTrading.*,market_hours,unknown,medium
unknown,market_hours.future.ZS.sessionHours.noTrading.*.end,market_hours,unknown,medium
unknown,market_hours.future.ZS.sessionHours.noTrading.*.start,market_hours,unknown,medium
unknown,market_hours.future.ZS.sessionHours.regularMarket,market_hours,unknown,medium
unknown,market_hours.future.ZS.sessionHours.regularMarket.*,market_hours,unknown,medium
unknown,market_hours.future.ZS.sessionHours.regularMarket.*.end,market_hours,unknown,medium
unknown,market_hours.future.ZS.sessionHours.regularMarket.*.start,market_hours,unknown,medium
unknown,market_hours.future.ZT,market_hours,unknown,medium
unknown,market_hours.future.ZT.category,market_hours,unknown,medium
unknown,market_hours.future.ZT.date,market_hours,unknown,medium
unknown,market_hours.future.ZT.exchange,market_hours,unknown,low
unknown,market_hours.future.ZT.marketType,market_hours,unknown,medium
unknown,market_hours.future.ZT.product,market_hours,unknown,medium
unknown,market_hours.future.ZT.productName,market_hours,unknown,medium
unknown,market_hours.future.ZT.sessionHours,market_hours,unknown,medium
unknown,market_hours.future.ZT.sessionHours.noTrading,market_hours,unknown,medium
unknown,market_hours.future.ZT.sessionHours.noTrading.*,market_hours,unknown,medium
unknown,market_hours.future.ZT.sessionHours.noTrading.*.end,market_hours,unknown,medium
unknown,market_hours.future.ZT.sessionHours.noTrading.*.start,market_hours,unknown,medium
unknown,market_hours.future.ZT.sessionHours.regularMarket,market_hours,unknown,medium
unknown,market_hours.future.ZT.sessionHours.regularMarket.*,market_hours,unknown,medium
unknown,market_hours.future.ZT.sessionHours.regularMarket.*.end,market_hours,unknown,medium
unknown,market_hours.future.ZT.sessionHours.regularMarket.*.start,market_hours,unknown,medium
unknown,market_hours.future.ZW,market_hours,unknown,medium
unknown,market_hours.future.ZW.category,market_hours,unknown,medium
unknown,market_hours.future.ZW.date,market_hours,unknown,medium
unknown,market_hours.future.ZW.exchange,market_hours,unknown,low
unknown,market_hours.future.ZW.marketType,market_hours,unknown,medium
unknown,market_hours.future.ZW.product,market_hours,unknown,medium
unknown,market_hours.future.ZW.productName,market_hours,unknown,medium
unknown,market_hours.future.ZW.sessionHours,market_hours,unknown,medium
unknown,market_hours.future.ZW.sessionHours.noTrading,market_hours,unknown,medium
unknown,market_hours.future.ZW.sessionHours.noTrading.*,market_hours,unknown,medium
unknown,market_hours.future.ZW.sessionHours.noTrading.*.end,market_hours,unknown,medium
unknown,market_hours.future.ZW.sessionHours.noTrading.*.start,market_hours,unknown,medium
unknown,market_hours.future.ZW.sessionHours.regularMarket,market_hours,unknown,medium
unknown,market_hours.future.ZW.sessionHours.regularMarket.*,market_hours,unknown,medium
unknown,market_hours.future.ZW.sessionHours.regularMarket.*.end,market_hours,unknown,medium
unknown,market_hours.future.ZW.sessionHours.regularMarket.*.start,market_hours,unknown,medium
unknown,market_hours.future._10Y,market_hours,unknown,medium
unknown,market_hours.future._10Y.category,market_hours,unknown,medium
unknown,market_hours.future._10Y.date,market_hours,unknown,medium
unknown,market_hours.future._10Y.exchange,market_hours,unknown,low
unknown,market_hours.future._10Y.marketType,market_hours,unknown,medium
unknown,market_hours.future._10Y.product,market_hours,unknown,medium
unknown,market_hours.future._10Y.productName,market_hours,unknown,medium
unknown,market_hours.future._10Y.sessionHours,market_hours,unknown,medium
unknown,market_hours.future._10Y.sessionHours.noTrading,market_hours,unknown,medium
unknown,market_hours.future._10Y.sessionHours.noTrading.*,market_hours,unknown,medium
unknown,market_hours.future._10Y.sessionHours.noTrading.*.end,market_hours,unknown,medium
unknown,market_hours.future._10Y.sessionHours.noTrading.*.start,market_hours,unknown,medium
unknown,market_hours.future._10Y.sessionHours.regularMarket,market_hours,unknown,medium
unknown,market_hours.future._10Y.sessionHours.regularMarket.*,market_hours,unknown,medium
unknown,market_hours.future._10Y.sessionHours.regularMarket.*.end,market_hours,unknown,medium
unknown,market_hours.future._10Y.sessionHours.regularMarket.*.start,market_hours,unknown,medium
unknown,market_hours.future._1OZ,market_hours,unknown,medium
unknown,market_hours.future._1OZ.category,market_hours,unknown,medium
unknown,market_hours.future._1OZ.date,market_hours,unknown,medium
unknown,market_hours.future._1OZ.exchange,market_hours,unknown,low
unknown,market_hours.future._1OZ.marketType,market_hours,unknown,medium
unknown,market_hours.future._1OZ.product,market_hours,unknown,medium
unknown,market_hours.future._1OZ.productName,market_hours,unknown,medium
unknown,market_hours.future._1OZ.sessionHours,market_hours,unknown,medium
unknown,market_hours.future._1OZ.sessionHours.noTrading,market_hours,unknown,medium
unknown,market_hours.future._1OZ.sessionHours.noTrading.*,market_hours,unknown,medium
unknown,market_hours.future._1OZ.sessionHours.noTrading.*.end,market_hours,unknown,medium
unknown,market_hours.future._1OZ.sessionHours.noTrading.*.start,market_hours,unknown,medium
unknown,market_hours.future._1OZ.sessionHours.regularMarket,market_hours,unknown,medium
unknown,market_hours.future._1OZ.sessionHours.regularMarket.*,market_hours,unknown,medium
unknown,market_hours.future._1OZ.sessionHours.regularMarket.*.end,market_hours,unknown,medium
unknown,market_hours.future._1OZ.sessionHours.regularMarket.*.start,market_hours,unknown,medium
unknown,market_hours.future._2YY,market_hours,unknown,medium
unknown,market_hours.future._2YY.category,market_hours,unknown,medium
unknown,market_hours.future._2YY.date,market_hours,unknown,medium
unknown,market_hours.future._2YY.exchange,market_hours,unknown,low
unknown,market_hours.future._2YY.marketType,market_hours,unknown,medium
unknown,market_hours.future._2YY.product,market_hours,unknown,medium
unknown,market_hours.future._2YY.productName,market_hours,unknown,medium
unknown,market_hours.future._2YY.sessionHours,market_hours,unknown,medium
unknown,market_hours.future._2YY.sessionHours.noTrading,market_hours,unknown,medium
unknown,market_hours.future._2YY.sessionHours.noTrading.*,market_hours,unknown,medium
unknown,market_hours.future._2YY.sessionHours.noTrading.*.end,market_hours,unknown,medium
unknown,market_hours.future._2YY.sessionHours.noTrading.*.start,market_hours,unknown,medium
unknown,market_hours.future._2YY.sessionHours.regularMarket,market_hours,unknown,medium
unknown,market_hours.future._2YY.sessionHours.regularMarket.*,market_hours,unknown,medium
unknown,market_hours.future._2YY.sessionHours.regularMarket.*.end,market_hours,unknown,medium
unknown,market_hours.future._2YY.sessionHours.regularMarket.*.start,market_hours,unknown,medium
unknown,market_hours.future._30Y,market_hours,unknown,medium
unknown,market_hours.future._30Y.category,market_hours,unknown,medium
unknown,market_hours.future._30Y.date,market_hours,unknown,medium
unknown,market_hours.future._30Y.exchange,market_hours,unknown,low
unknown,market_hours.future._30Y.marketType,market_hours,unknown,medium
unknown,market_hours.future._30Y.product,market_hours,unknown,medium
unknown,market_hours.future._30Y.productName,market_hours,unknown,medium
unknown,market_hours.future._30Y.sessionHours,market_hours,unknown,medium
unknown,market_hours.future._30Y.sessionHours.noTrading,market_hours,unknown,medium
unknown,market_hours.future._30Y.sessionHours.noTrading.*,market_hours,unknown,medium
unknown,market_hours.future._30Y.sessionHours.noTrading.*.end,market_hours,unknown,medium
unknown,market_hours.future._30Y.sessionHours.noTrading.*.start,market_hours,unknown,medium
unknown,market_hours.future._30Y.sessionHours.regularMarket,market_hours,unknown,medium
unknown,market_hours.future._30Y.sessionHours.regularMarket.*,market_hours,unknown,medium
unknown,market_hours.future._30Y.sessionHours.regularMarket.*.end,market_hours,unknown,medium
unknown,market_hours.future._30Y.sessionHours.regularMarket.*.start,market_hours,unknown,medium
unknown,market_hours.future._5YY,market_hours,unknown,medium
unknown,market_hours.future._5YY.category,market_hours,unknown,medium
unknown,market_hours.future._5YY.date,market_hours,unknown,medium
unknown,market_hours.future._5YY.exchange,market_hours,unknown,low
unknown,market_hours.future._5YY.marketType,market_hours,unknown,medium
unknown,market_hours.future._5YY.product,market_hours,unknown,medium
unknown,market_hours.future._5YY.productName,market_hours,unknown,medium
unknown,market_hours.future._5YY.sessionHours,market_hours,unknown,medium
unknown,market_hours.future._5YY.sessionHours.noTrading,market_hours,unknown,medium
unknown,market_hours.future._5YY.sessionHours.noTrading.*,market_hours,unknown,medium
unknown,market_hours.future._5YY.sessionHours.noTrading.*.end,market_hours,unknown,medium
unknown,market_hours.future._5YY.sessionHours.noTrading.*.start,market_hours,unknown,medium
unknown,market_hours.future._5YY.sessionHours.regularMarket,market_hours,unknown,medium
unknown,market_hours.future._5YY.sessionHours.regularMarket.*,market_hours,unknown,medium
unknown,market_hours.future._5YY.sessionHours.regularMarket.*.end,market_hours,unknown,medium
unknown,market_hours.future._5YY.sessionHours.regularMarket.*.start,market_hours,unknown,medium
unknown,market_hours.future._6A,market_hours,unknown,medium
unknown,market_hours.future._6A.category,market_hours,unknown,medium
unknown,market_hours.future._6A.date,market_hours,unknown,medium
unknown,market_hours.future._6A.exchange,market_hours,unknown,low
unknown,market_hours.future._6A.marketType,market_hours,unknown,medium
unknown,market_hours.future._6A.product,market_hours,unknown,medium
unknown,market_hours.future._6A.productName,market_hours,unknown,medium
unknown,market_hours.future._6A.sessionHours,market_hours,unknown,medium
unknown,market_hours.future._6A.sessionHours.noTrading,market_hours,unknown,medium
unknown,market_hours.future._6A.sessionHours.noTrading.*,market_hours,unknown,medium
unknown,market_hours.future._6A.sessionHours.noTrading.*.end,market_hours,unknown,medium
unknown,market_hours.future._6A.sessionHours.noTrading.*.start,market_hours,unknown,medium
unknown,market_hours.future._6A.sessionHours.regularMarket,market_hours,unknown,medium
unknown,market_hours.future._6A.sessionHours.regularMarket.*,market_hours,unknown,medium
unknown,market_hours.future._6A.sessionHours.regularMarket.*.end,market_hours,unknown,medium
unknown,market_hours.future._6A.sessionHours.regularMarket.*.start,market_hours,unknown,medium
unknown,market_hours.future._6B,market_hours,unknown,medium
unknown,market_hours.future._6B.category,market_hours,unknown,medium
unknown,market_hours.future._6B.date,market_hours,unknown,medium
unknown,market_hours.future._6B.exchange,market_hours,unknown,low
unknown,market_hours.future._6B.marketType,market_hours,unknown,medium
unknown,market_hours.future._6B.product,market_hours,unknown,medium
unknown,market_hours.future._6B.productName,market_hours,unknown,medium
unknown,market_hours.future._6B.sessionHours,market_hours,unknown,medium
unknown,market_hours.future._6B.sessionHours.noTrading,market_hours,unknown,medium
unknown,market_hours.future._6B.sessionHours.noTrading.*,market_hours,unknown,medium
unknown,market_hours.future._6B.sessionHours.noTrading.*.end,market_hours,unknown,medium
unknown,market_hours.future._6B.sessionHours.noTrading.*.start,market_hours,unknown,medium
unknown,market_hours.future._6B.sessionHours.regularMarket,market_hours,unknown,medium
unknown,market_hours.future._6B.sessionHours.regularMarket.*,market_hours,unknown,medium
unknown,market_hours.future._6B.sessionHours.regularMarket.*.end,market_hours,unknown,medium
unknown,market_hours.future._6B.sessionHours.regularMarket.*.start,market_hours,unknown,medium
unknown,market_hours.future._6C,market_hours,unknown,medium
unknown,market_hours.future._6C.category,market_hours,unknown,medium
unknown,market_hours.future._6C.date,market_hours,unknown,medium
unknown,market_hours.future._6C.exchange,market_hours,unknown,low
unknown,market_hours.future._6C.marketType,market_hours,unknown,medium
unknown,market_hours.future._6C.product,market_hours,unknown,medium
unknown,market_hours.future._6C.productName,market_hours,unknown,medium
unknown,market_hours.future._6C.sessionHours,market_hours,unknown,medium
unknown,market_hours.future._6C.sessionHours.noTrading,market_hours,unknown,medium
unknown,market_hours.future._6C.sessionHours.noTrading.*,market_hours,unknown,medium
unknown,market_hours.future._6C.sessionHours.noTrading.*.end,market_hours,unknown,medium
unknown,market_hours.future._6C.sessionHours.noTrading.*.start,market_hours,unknown,medium
