canonical_field,source_endpoints,example_raw_field,category,likely_use,priority,first_seen,last_seen
market_hours.future.ZF.sessionHours.noTrading.*.end,market_hours,future.ZF.sessionHours.noTrading.5.end,unknown,unknown,medium,,
market_hours.future.ZF.sessionHours.noTrading.*.start,market_hours,future.ZF.sessionHours.noTrading.5.start,unknown,unknown,medium,,
market_hours.future.ZF.sessionHours.regularMarket,market_hours,future.ZF.sessionHours.regularMarket,unknown,unknown,medium,,
market_hours.future.ZF.sessionHours.regularMarket.*,market_hours,future.ZF.sessionHours.regularMarket.1,unknown,unknown,medium,,
market_hours.future.ZF.sessionHours.regularMarket.*.end,market_hours,future.ZF.sessionHours.regularMarket.1.end,unknown,unknown,medium,,
market_hours.future.ZF.sessionHours.regularMarket.*.start,market_hours,future.ZF.sessionHours.regularMarket.1.start,unknown,unknown,medium,,
market_hours.future.ZL,market_hours,future.ZL,unknown,unknown,medium,,
market_hours.future.ZL.category,market_hours,future.ZL.category,unknown,unknown,medium,,
market_hours.future.ZL.date,market_hours,future.ZL.date,unknown,unknown,medium,,
market_hours.future.ZL.exchange,market_hours,future.ZL.exchange,unknown,unknown,low,,
market_hours.future.ZL.isOpen,market_hours,future.ZL.isOpen,market_hours,unknown,medium,,
market_hours.future.ZL.marketType,market_hours,future.ZL.marketType,unknown,unknown,medium,,
market_hours.future.ZL.product,market_hours,future.ZL.product,unknown,unknown,medium,,
market_hours.future.ZL.productName,market_hours,future.ZL.productName,unknown,unknown,medium,,
market_hours.future.ZL.sessionHours,market_hours,future.ZL.sessionHours,unknown,unknown,medium,,
market_hours.future.ZL.sessionHours.noTrading,market_hours,future.ZL.sessionHours.noTrading,unknown,unknown,medium,,
market_hours.future.ZL.sessionHours.noTrading.*,market_hours,future.ZL.sessionHours.noTrading.7,unknown,unknown,medium,,
market_hours.future.ZL.sessionHours.noTrading.*.end,market_hours,future.ZL.sessionHours.noTrading.7.end,unknown,unknown,medium,,
market_hours.future.ZL.sessionHours.noTrading.*.start,market_hours,future.ZL.sessionHours.noTrading.7.start,unknown,unknown,medium,,
market_hours.future.ZL.sessionHours.regularMarket,market_hours,future.ZL.sessionHours.regularMarket,unknown,unknown,medium,,
market_hours.future.ZL.sessionHours.regularMarket.*,market_hours,future.ZL.sessionHours.regularMarket.3,unknown,unknown,medium,,
market_hours.future.ZL.sessionHours.regularMarket.*.end,market_hours,future.ZL.sessionHours.regularMarket.3.end,unknown,unknown,medium,,
market_hours.future.ZL.sessionHours.regularMarket.*.start,market_hours,future.ZL.sessionHours.regularMarket.3.start,unknown,unknown,medium,,
market_hours.future.ZM,market_hours,future.ZM,unknown,unknown,medium,,
market_hours.future.ZM.category,market_hours,future.ZM.category,unknown,unknown,medium,,
market_hours.future.ZM.date,market_hours,future.ZM.date,unknown,unknown,medium,,
market_hours.future.ZM.exchange,market_hours,future.ZM.exchange,unknown,unknown,low,,
market_hours.future.ZM.isOpen,market_hours,future.ZM.isOpen,market_hours,unknown,medium,,
market_hours.future.ZM.marketType,market_hours,future.ZM.marketType,unknown,unknown,medium,,
market_hours.future.ZM.product,market_hours,future.ZM.product,unknown,unknown,medium,,
market_hours.future.ZM.productName,market_hours,future.ZM.productName,unknown,unknown,medium,,
market_hours.future.ZM.sessionHours,market_hours,future.ZM.sessionHours,unknown,unknown,medium,,
market_hours.future.ZM.sessionHours.noTrading,market_hours,future.ZM.sessionHours.noTrading,unknown,unknown,medium,,
market_hours.future.ZM.sessionHours.noTrading.*,market_hours,future.ZM.sessionHours.noTrading.7,unknown,unknown,medium,,
market_hours.future.ZM.sessionHours.noTrading.*.end,market_hours,future.ZM.sessionHours.noTrading.7.end,unknown,unknown,medium,,
market_hours.future.ZM.sessionHours.noTrading.*.start,market_hours,future.ZM.sessionHours.noTrading.7.start,unknown,unknown,medium,,
market_hours.future.ZM.sessionHours.regularMarket,market_hours,future.ZM.sessionHours.regularMarket,unknown,unknown,medium,,
market_hours.future.ZM.sessionHours.regularMarket.*,market_hours,future.ZM.sessionHours.regularMarket.3,unknown,unknown,medium,,
market_hours.future.ZM.sessionHours.regularMarket.*.end,market_hours,future.ZM.sessionHours.regularMarket.3.end,unknown,unknown,medium,,
market_hours.future.ZM.sessionHours.regularMarket.*.start,market_hours,future.ZM.sessionHours.regularMarket.3.start,unknown,unknown,medium,,
market_hours.future.ZN,market_hours,future.ZN,unknown,unknown,medium,,
market_hours.future.ZN.category,market_hours,future.ZN.category,unknown,unknown,medium,,
market_hours.future.ZN.date,market_hours,future.ZN.date,unknown,unknown,medium,,
market_hours.future.ZN.exchange,market_hours,future.ZN.exchange,unknown,unknown,low,,
market_hours.future.ZN.isOpen,market_hours,future.ZN.isOpen,market_hours,unknown,medium,,
market_hours.future.ZN.marketType,market_hours,future.ZN.marketType,unknown,unknown,medium,,
market_hours.future.ZN.product,market_hours,future.ZN.product,unknown,unknown,medium,,
market_hours.future.ZN.productName,market_hours,future.ZN.productName,unknown,unknown,medium,,
market_hours.future.ZN.sessionHours,market_hours,future.ZN.sessionHours,unknown,unknown,medium,,
market_hours.future.ZN.sessionHours.noTrading,market_hours,future.ZN.sessionHours.noTrading,unknown,unknown,medium,,
market_hours.future.ZN.sessionHours.noTrading.*,market_hours,future.ZN.sessionHours.noTrading.5,unknown,unknown,medium,,
market_hours.future.ZN.sessionHours.noTrading.*.end,market_hours,future.ZN.sessionHours.noTrading.5.end,unknown,unknown,medium,,
market_hours.future.ZN.sessionHours.noTrading.*.start,market_hours,future.ZN.sessionHours.noTrading.5.start,unknown,unknown,medium,,
market_hours.future.ZN.sessionHours.regularMarket,market_hours,future.ZN.sessionHours.regularMarket,unknown,unknown,medium,,
market_hours.future.ZN.sessionHours.regularMarket.*,market_hours,future.ZN.sessionHours.regularMarket.1,unknown,unknown,medium,,
market_hours.future.ZN.sessionHours.regularMarket.*.end,market_hours,future.ZN.sessionHours.regularMarket.1.end,unknown,unknown,medium,,
market_hours.future.ZN.sessionHours.regularMarket.*.start,market_hours,future.ZN.sessionHours.regularMarket.1.start,unknown,unknown,medium,,
market_hours.future.ZO,market_hours,future.ZO,unknown,unknown,medium,,
market_hours.future.ZO.category,market_hours,future.ZO.category,unknown,unknown,medium,,
market_hours.future.ZO.date,market_hours,future.ZO.date,unknown,unknown,medium,,
market_hours.future.ZO.exchange,market_hours,future.ZO.exchange,unknown,unknown,low,,
market_hours.future.ZO.isOpen,market_hours,future.ZO.isOpen,market_hours,unknown,medium,,
market_hours.future.ZO.marketType,market_hours,future.ZO.marketType,unknown,unknown,medium,,
market_hours.future.ZO.product,market_hours,future.ZO.product,unknown,unknown,medium,,
market_hours.future.ZO.productName,market_hours,future.ZO.productName,unknown,unknown,medium,,
market_hours.future.ZO.sessionHours,market_hours,future.ZO.sessionHours,unknown,unknown,medium,,
market_hours.future.ZO.sessionHours.noTrading,market_hours,future.ZO.sessionHours.noTrading,unknown,unknown,medium,,
market_hours.future.ZO.sessionHours.noTrading.*,market_hours,future.ZO.sessionHours.noTrading.7,unknown,unknown,medium,,
market_hours.future.ZO.sessionHours.noTrading.*.end,market_hours,future.ZO.sessionHours.noTrading.7.end,unknown,unknown,medium,,
market_hours.future.ZO.sessionHours.noTrading.*.start,market_hours,future.ZO.sessionHours.noTrading.7.start,unknown,unknown,medium,,
market_hours.future.ZO.sessionHours.regularMarket,market_hours,future.ZO.sessionHours.regularMarket,unknown,unknown,medium,,
market_hours.future.ZO.sessionHours.regularMarket.*,market_hours,future.ZO.sessionHours.regularMarket.3,unknown,unknown,medium,,
market_hours.future.ZO.sessionHours.regularMarket.*.end,market_hours,future.ZO.sessionHours.regularMarket.3.end,unknown,unknown,medium,,
market_hours.future.ZO.sessionHours.regularMarket.*.start,market_hours,future.ZO.sessionHours.regularMarket.3.start,unknown,unknown,medium,,
market_hours.future.ZQ,market_hours,future.ZQ,unknown,unknown,medium,,
market_hours.future.ZQ.category,market_hours,future.ZQ.category,unknown,unknown,medium,,
market_hours.future.ZQ.date,market_hours,future.ZQ.date,unknown,unknown,medium,,
market_hours.future.ZQ.exchange,market_hours,future.ZQ.exchange,unknown,unknown,low,,
market_hours.future.ZQ.isOpen,market_hours,future.ZQ.isOpen,market_hours,unknown,medium,,
market_hours.future.ZQ.marketType,market_hours,future.ZQ.marketType,unknown,unknown,medium,,
market_hours.future.ZQ.product,market_hours,future.ZQ.product,unknown,unknown,medium,,
market_hours.future.ZQ.productName,market_hours,future.ZQ.productName,unknown,unknown,medium,,
market_hours.future.ZQ.sessionHours,market_hours,future.ZQ.sessionHours,unknown,unknown,medium,,
market_hours.future.ZQ.sessionHours.noTrading,market_hours,future.ZQ.sessionHours.noTrading,unknown,unknown,medium,,
market_hours.future.ZQ.sessionHours.noTrading.*,market_hours,future.ZQ.sessionHours.noTrading.5,unknown,unknown,medium,,
market_hours.future.ZQ.sessionHours.noTrading.*.end,market_hours,future.ZQ.sessionHours.noTrading.5.end,unknown,unknown,medium,,
market_hours.future.ZQ.sessionHours.noTrading.*.start,market_hours,future.ZQ.sessionHours.noTrading.5.start,unknown,unknown,medium,,
market_hours.future.ZQ.sessionHours.regularMarket,market_hours,future.ZQ.sessionHours.regularMarket,unknown,unknown,medium,,
market_hours.future.ZQ.sessionHours.regularMarket.*,market_hours,future.ZQ.sessionHours.regularMarket.1,unknown,unknown,medium,,
market_hours.future.ZQ.sessionHours.regularMarket.*.end,market_hours,future.ZQ.sessionHours.regularMarket.1.end,unknown,unknown,medium,,
market_hours.future.ZQ.sessionHours.regularMarket.*.start,market_hours,future.ZQ.sessionHours.regularMarket.1.start,unknown,unknown,medium,,
market_hours.future.ZR,market_hours,future.ZR,unknown,unknown,medium,,
market_hours.future.ZR.category,market_hours,future.ZR.category,unknown,unknown,medium,,
market_hours.future.ZR.date,market_hours,future.ZR.date,unknown,unknown,medium,,
market_hours.future.ZR.exchange,market_hours,future.ZR.exchange,unknown,unknown,low,,
market_hours.future.ZR.isOpen,market_hours,future.ZR.isOpen,market_hours,unknown,medium,,
market_hours.future.ZR.marketType,market_hours,future.ZR.marketType,unknown,unknown,medium,,
market_hours.future.ZR.product,market_hours,future.ZR.product,unknown,unknown,medium,,
market_hours.future.ZR.productName,market_hours,future.ZR.productName,unknown,unknown,medium,,
market_hours.future.ZR.sessionHours,market_hours,future.ZR.sessionHours,unknown,unknown,medium,,
market_hours.future.ZR.sessionHours.noTrading,market_hours,future.ZR.sessionHours.noTrading,unknown,unknown,medium,,
market_hours.future.ZR.sessionHours.noTrading.*,market_hours,future.ZR.sessionHours.noTrading.7,unknown,unknown,medium,,
market_hours.future.ZR.sessionHours.noTrading.*.end,market_hours,future.ZR.sessionHours.noTrading.7.end,unknown,unknown,medium,,
market_hours.future.ZR.sessionHours.noTrading.*.start,market_hours,future.ZR.sessionHours.noTrading.7.start,unknown,unknown,medium,,
market_hours.future.ZR.sessionHours.regularMarket,market_hours,future.ZR.sessionHours.regularMarket,unknown,unknown,medium,,
market_hours.future.ZR.sessionHours.regularMarket.*,market_hours,future.ZR.sessionHours.regularMarket.3,unknown,unknown,medium,,
market_hours.future.ZR.sessionHours.regularMarket.*.end,market_hours,future.ZR.sessionHours.regularMarket.3.end,unknown,unknown,medium,,
market_hours.future.ZR.sessionHours.regularMarket.*.start,market_hours,future.ZR.sessionHours.regularMarket.3.start,unknown,unknown,medium,,
market_hours.future.ZS,market_hours,future.ZS,unknown,unknown,medium,,
market_hours.future.ZS.category,market_hours,future.ZS.category,unknown,unknown,medium,,
market_hours.future.ZS.date,market_hours,future.ZS.date,unknown,unknown,medium,,
market_hours.future.ZS.exchange,market_hours,future.ZS.exchange,unknown,unknown,low,,
market_hours.future.ZS.isOpen,market_hours,future.ZS.isOpen,market_hours,unknown,medium,,
market_hours.future.ZS.marketType,market_hours,future.ZS.marketType,unknown,unknown,medium,,
market_hours.future.ZS.product,market_hours,future.ZS.product,unknown,unknown,medium,,
market_hours.future.ZS.productName,market_hours,future.ZS.productName,unknown,unknown,medium,,
market_hours.future.ZS.sessionHours,market_hours,future.ZS.sessionHours,unknown,unknown,medium,,
market_hours.future.ZS.sessionHours.noTrading,market_hours,future.ZS.sessionHours.noTrading,unknown,unknown,medium,,
market_hours.future.ZS.sessionHours.noTrading.*,market_hours,future.ZS.sessionHours.noTrading.7,unknown,unknown,medium,,
market_hours.future.ZS.sessionHours.noTrading.*.end,market_hours,future.ZS.sessionHours.noTrading.7.end,unknown,unknown,medium,,
market_hours.future.ZS.sessionHours.noTrading.*.start,market_hours,future.ZS.sessionHours.noTrading.7.start,unknown,unknown,medium,,
market_hours.future.ZS.sessionHours.regularMarket,market_hours,future.ZS.sessionHours.regularMarket,unknown,unknown,medium,,
market_hours.future.ZS.sessionHours.regularMarket.*,market_hours,future.ZS.sessionHours.regularMarket.3,unknown,unknown,medium,,
market_hours.future.ZS.sessionHours.regularMarket.*.end,market_hours,future.ZS.sessionHours.regularMarket.3.end,unknown,unknown,medium,,
market_hours.future.ZS.sessionHours.regularMarket.*.start,market_hours,future.ZS.sessionHours.regularMarket.3.start,unknown,unknown,medium,,
market_hours.future.ZT,market_hours,future.ZT,unknown,unknown,medium,,
market_hours.future.ZT.category,market_hours,future.ZT.category,unknown,unknown,medium,,
market_hours.future.ZT.date,market_hours,future.ZT.date,unknown,unknown,medium,,
market_hours.future.ZT.exchange,market_hours,future.ZT.exchange,unknown,unknown,low,,
market_hours.future.ZT.isOpen,market_hours,future.ZT.isOpen,market_hours,unknown,medium,,
market_hours.future.ZT.marketType,market_hours,future.ZT.marketType,unknown,unknown,medium,,
market_hours.future.ZT.product,market_hours,future.ZT.product,unknown,unknown,medium,,
market_hours.future.ZT.productName,market_hours,future.ZT.productName,unknown,unknown,medium,,
market_hours.future.ZT.sessionHours,market_hours,future.ZT.sessionHours,unknown,unknown,medium,,
market_hours.future.ZT.sessionHours.noTrading,market_hours,future.ZT.sessionHours.noTrading,unknown,unknown,medium,,
market_hours.future.ZT.sessionHours.noTrading.*,market_hours,future.ZT.sessionHours.noTrading.5,unknown,unknown,medium,,
market_hours.future.ZT.sessionHours.noTrading.*.end,market_hours,future.ZT.sessionHours.noTrading.5.end,unknown,unknown,medium,,
market_hours.future.ZT.sessionHours.noTrading.*.start,market_hours,future.ZT.sessionHours.noTrading.5.start,unknown,unknown,medium,,
market_hours.future.ZT.sessionHours.regularMarket,market_hours,future.ZT.sessionHours.regularMarket,unknown,unknown,medium,,
market_hours.future.ZT.sessionHours.regularMarket.*,market_hours,future.ZT.sessionHours.regularMarket.1,unknown,unknown,medium,,
market_hours.future.ZT.sessionHours.regularMarket.*.end,market_hours,future.ZT.sessionHours.regularMarket.1.end,unknown,unknown,medium,,
market_hours.future.ZT.sessionHours.regularMarket.*.start,market_hours,future.ZT.sessionHours.regularMarket.1.start,unknown,unknown,medium,,
market_hours.future.ZW,market_hours,future.ZW,unknown,unknown,medium,,
market_hours.future.ZW.category,market_hours,future.ZW.category,unknown,unknown,medium,,
market_hours.future.ZW.date,market_hours,future.ZW.date,unknown,unknown,medium,,
market_hours.future.ZW.exchange,market_hours,future.ZW.exchange,unknown,unknown,low,,
market_hours.future.ZW.isOpen,market_hours,future.ZW.isOpen,market_hours,unknown,medium,,
market_hours.future.ZW.marketType,market_hours,future.ZW.marketType,unknown,unknown,medium,,
market_hours.future.ZW.product,market_hours,future.ZW.product,unknown,unknown,medium,,
market_hours.future.ZW.productName,market_hours,future.ZW.productName,unknown,unknown,medium,,
market_hours.future.ZW.sessionHours,market_hours,future.ZW.sessionHours,unknown,unknown,medium,,
market_hours.future.ZW.sessionHours.noTrading,market_hours,future.ZW.sessionHours.noTrading,unknown,unknown,medium,,
market_hours.future.ZW.sessionHours.noTrading.*,market_hours,future.ZW.sessionHours.noTrading.7,unknown,unknown,medium,,
market_hours.future.ZW.sessionHours.noTrading.*.end,market_hours,future.ZW.sessionHours.noTrading.7.end,unknown,unknown,medium,,
market_hours.future.ZW.sessionHours.noTrading.*.start,market_hours,future.ZW.sessionHours.noTrading.7.start,unknown,unknown,medium,,
market_hours.future.ZW.sessionHours.regularMarket,market_hours,future.ZW.sessionHours.regularMarket,unknown,unknown,medium,,
market_hours.future.ZW.sessionHours.regularMarket.*,market_hours,future.ZW.sessionHours.regularMarket.3,unknown,unknown,medium,,
market_hours.future.ZW.sessionHours.regularMarket.*.end,market_hours,future.ZW.sessionHours.regularMarket.3.end,unknown,unknown,medium,,
market_hours.future.ZW.sessionHours.regularMarket.*.start,market_hours,future.ZW.sessionHours.regularMarket.3.start,unknown,unknown,medium,,
market_hours.future._10Y,market_hours,future._10Y,unknown,unknown,medium,,
market_hours.future._10Y.category,market_hours,future._10Y.category,unknown,unknown,medium,,
market_hours.future._10Y.date,market_hours,future._10Y.date,unknown,unknown,medium,,
market_hours.future._10Y.exchange,market_hours,future._10Y.exchange,unknown,unknown,low,,
market_hours.future._10Y.isOpen,market_hours,future._10Y.isOpen,market_hours,unknown,medium,,
market_hours.future._10Y.marketType,market_hours,future._10Y.marketType,unknown,unknown,medium,,
market_hours.future._10Y.product,market_hours,future._10Y.product,unknown,unknown,medium,,
market_hours.future._10Y.productName,market_hours,future._10Y.productName,unknown,unknown,medium,,
market_hours.future._10Y.sessionHours,market_hours,future._10Y.sessionHours,unknown,unknown,medium,,
market_hours.future._10Y.sessionHours.noTrading,market_hours,future._10Y.sessionHours.noTrading,unknown,unknown,medium,,
market_hours.future._10Y.sessionHours.noTrading.*,market_hours,future._10Y.sessionHours.noTrading.5,unknown,unknown,medium,,
market_hours.future._10Y.sessionHours.noTrading.*.end,market_hours,future._10Y.sessionHours.noTrading.5.end,unknown,unknown,medium,,
market_hours.future._10Y.sessionHours.noTrading.*.start,market_hours,future._10Y.sessionHours.noTrading.5.start,unknown,unknown,medium,,
market_hours.future._10Y.sessionHours.regularMarket,market_hours,future._10Y.sessionHours.regularMarket,unknown,unknown,medium,,
market_hours.future._10Y.sessionHours.regularMarket.*,market_hours,future._10Y.sessionHours.regularMarket.1,unknown,unknown,medium,,
market_hours.future._10Y.sessionHours.regularMarket.*.end,market_hours,future._10Y.sessionHours.regularMarket.1.end,unknown,unknown,medium,,
market_hours.future._10Y.sessionHours.regularMarket.*.start,market_hours,future._10Y.sessionHours.regularMarket.1.start,unknown,unknown,medium,,
market_hours.future._1OZ,market_hours,future._1OZ,unknown,unknown,medium,,
market_hours.future._1OZ.category,market_hours,future._1OZ.category,unknown,unknown,medium,,
market_hours.future._1OZ.date,market_hours,future._1OZ.date,unknown,unknown,medium,,
market_hours.future._1OZ.exchange,market_hours,future._1OZ.exchange,unknown,unknown,low,,
market_hours.future._1OZ.isOpen,market_hours,future._1OZ.isOpen,market_hours,unknown,medium,,
market_hours.future._1OZ.marketType,market_hours,future._1OZ.marketType,unknown,unknown,medium,,
market_hours.future._1OZ.product,market_hours,future._1OZ.product,unknown,unknown,medium,,
market_hours.future._1OZ.productName,market_hours,future._1OZ.productName,unknown,unknown,medium,,
market_hours.future._1OZ.sessionHours,market_hours,future._1OZ.sessionHours,unknown,unknown,medium,,
market_hours.future._1OZ.sessionHours.noTrading,market_hours,future._1OZ.sessionHours.noTrading,unknown,unknown,medium,,
market_hours.future._1OZ.sessionHours.noTrading.*,market_hours,future._1OZ.sessionHours.noTrading.5,unknown,unknown,medium,,
market_hours.future._1OZ.sessionHours.noTrading.*.end,market_hours,future._1OZ.sessionHours.noTrading.5.end,unknown,unknown,medium,,
market_hours.future._1OZ.sessionHours.noTrading.*.start,market_hours,future._1OZ.sessionHours.noTrading.5.start,unknown,unknown,medium,,
market_hours.future._1OZ.sessionHours.regularMarket,market_hours,future._1OZ.sessionHours.regularMarket,unknown,unknown,medium,,
market_hours.future._1OZ.sessionHours.regularMarket.*,market_hours,future._1OZ.sessionHours.regularMarket.1,unknown,unknown,medium,,
market_hours.future._1OZ.sessionHours.regularMarket.*.end,market_hours,future._1OZ.sessionHours.regularMarket.1.end,unknown,unknown,medium,,
market_hours.future._1OZ.sessionHours.regularMarket.*.start,market_hours,future._1OZ.sessionHours.regularMarket.1.start,unknown,unknown,medium,,
market_hours.future._2YY,market_hours,future._2YY,unknown,unknown,medium,,
market_hours.future._2YY.category,market_hours,future._2YY.category,unknown,unknown,medium,,
market_hours.future._2YY.date,market_hours,future._2YY.date,unknown,unknown,medium,,
market_hours.future._2YY.exchange,market_hours,future._2YY.exchange,unknown,unknown,low,,
market_hours.future._2YY.isOpen,market_hours,future._2YY.isOpen,market_hours,unknown,medium,,
market_hours.future._2YY.marketType,market_hours,future._2YY.marketType,unknown,unknown,medium,,
market_hours.future._2YY.product,market_hours,future._2YY.product,unknown,unknown,medium,,
market_hours.future._2YY.productName,market_hours,future._2YY.productName,unknown,unknown,medium,,
market_hours.future._2YY.sessionHours,market_hours,future._2YY.sessionHours,unknown,unknown,medium,,
market_hours.future._2YY.sessionHours.noTrading,market_hours,future._2YY.sessionHours.noTrading,unknown,unknown,medium,,
market_hours.future._2YY.sessionHours.noTrading.*,market_hours,future._2YY.sessionHours.noTrading.5,unknown,unknown,medium,,
market_hours.future._2YY.sessionHours.noTrading.*.end,market_hours,future._2YY.sessionHours.noTrading.5.end,unknown,unknown,medium,,
market_hours.future._2YY.sessionHours.noTrading.*.start,market_hours,future._2YY.sessionHours.noTrading.5.start,unknown,unknown,medium,,
market_hours.future._2YY.sessionHours.regularMarket,market_hours,future._2YY.sessionHours.regularMarket,unknown,unknown,medium,,
market_hours.future._2YY.sessionHours.regularMarket.*,market_hours,future._2YY.sessionHours.regularMarket.1,unknown,unknown,medium,,
market_hours.future._2YY.sessionHours.regularMarket.*.end,market_hours,future._2YY.sessionHours.regularMarket.1.end,unknown,unknown,medium,,
market_hours.future._2YY.sessionHours.regularMarket.*.start,market_hours,future._2YY.sessionHours.regularMarket.1.start,unknown,unknown,medium,,
market_hours.future._30Y,market_hours,future._30Y,unknown,unknown,medium,,
market_hours.future._30Y.category,market_hours,future._30Y.category,unknown,unknown,medium,,
market_hours.future._30Y.date,market_hours,future._30Y.date,unknown,unknown,medium,,
market_hours.future._30Y.exchange,market_hours,future._30Y.exchange,unknown,unknown,low,,
market_hours.future._30Y.isOpen,market_hours,future._30Y.isOpen,market_hours,unknown,medium,,
market_hours.future._30Y.marketType,market_hours,future._30Y.marketType,unknown,unknown,medium,,
market_hours.future._30Y.product,market_hours,future._30Y.product,unknown,unknown,medium,,
market_hours.future._30Y.productName,market_hours,future._30Y.productName,unknown,unknown,medium,,
market_hours.future._30Y.sessionHours,market_hours,future._30Y.sessionHours,unknown,unknown,medium,,
market_hours.future._30Y.sessionHours.noTrading,market_hours,future._30Y.sessionHours.noTrading,unknown,unknown,medium,,
market_hours.future._30Y.sessionHours.noTrading.*,market_hours,future._30Y.sessionHours.noTrading.5,unknown,unknown,medium,,
market_hours.future._30Y.sessionHours.noTrading.*.end,market_hours,future._30Y.sessionHours.noTrading.5.end,unknown,unknown,medium,,
market_hours.future._30Y.sessionHours.noTrading.*.start,market_hours,future._30Y.sessionHours.noTrading.5.start,unknown,unknown,medium,,
market_hours.future._30Y.sessionHours.regularMarket,market_hours,future._30Y.sessionHours.regularMarket,unknown,unknown,medium,,
market_hours.future._30Y.sessionHours.regularMarket.*,market_hours,future._30Y.sessionHours.regularMarket.1,unknown,unknown,medium,,
market_hours.future._30Y.sessionHours.regularMarket.*.end,market_hours,future._30Y.sessionHours.regularMarket.1.end,unknown,unknown,medium,,
market_hours.future._30Y.sessionHours.regularMarket.*.start,market_hours,future._30Y.sessionHours.regularMarket.1.start,unknown,unknown,medium,,
market_hours.future._5YY,market_hours,future._5YY,unknown,unknown,medium,,
market_hours.future._5YY.category,market_hours,future._5YY.category,unknown,unknown,medium,,
market_hours.future._5YY.date,market_hours,future._5YY.date,unknown,unknown,medium,,
market_hours.future._5YY.exchange,market_hours,future._5YY.exchange,unknown,unknown,low,,
market_hours.future._5YY.isOpen,market_hours,future._5YY.isOpen,market_hours,unknown,medium,,
market_hours.future._5YY.marketType,market_hours,future._5YY.marketType,unknown,unknown,medium,,
market_hours.future._5YY.product,market_hours,future._5YY.product,unknown,unknown,medium,,
market_hours.future._5YY.productName,market_hours,future._5YY.productName,unknown,unknown,medium,,
market_hours.future._5YY.sessionHours,market_hours,future._5YY.sessionHours,unknown,unknown,medium,,
market_hours.future._5YY.sessionHours.noTrading,market_hours,future._5YY.sessionHours.noTrading,unknown,unknown,medium,,
market_hours.future._5YY.sessionHours.noTrading.*,market_hours,future._5YY.sessionHours.noTrading.5,unknown,unknown,medium,,
market_hours.future._5YY.sessionHours.noTrading.*.end,market_hours,future._5YY.sessionHours.noTrading.5.end,unknown,unknown,medium,,
market_hours.future._5YY.sessionHours.noTrading.*.start,market_hours,future._5YY.sessionHours.noTrading.5.start,unknown,unknown,medium,,
market_hours.future._5YY.sessionHours.regularMarket,market_hours,future._5YY.sessionHours.regularMarket,unknown,unknown,medium,,
market_hours.future._5YY.sessionHours.regularMarket.*,market_hours,future._5YY.sessionHours.regularMarket.1,unknown,unknown,medium,,
market_hours.future._5YY.sessionHours.regularMarket.*.end,market_hours,future._5YY.sessionHours.regularMarket.1.end,unknown,unknown,medium,,
market_hours.future._5YY.sessionHours.regularMarket.*.start,market_hours,future._5YY.sessionHours.regularMarket.1.start,unknown,unknown,medium,,
market_hours.future._6A,market_hours,future._6A,unknown,unknown,medium,,
market_hours.future._6A.category,market_hours,future._6A.category,unknown,unknown,medium,,
market_hours.future._6A.date,market_hours,future._6A.date,unknown,unknown,medium,,
market_hours.future._6A.exchange,market_hours,future._6A.exchange,unknown,unknown,low,,
market_hours.future._6A.isOpen,market_hours,future._6A.isOpen,market_hours,unknown,medium,,
market_hours.future._6A.marketType,market_hours,future._6A.marketType,unknown,unknown,medium,,
market_hours.future._6A.product,market_hours,future._6A.product,unknown,unknown,medium,,
market_hours.future._6A.productName,market_hours,future._6A.productName,unknown,unknown,medium,,
market_hours.future._6A.sessionHours,market_hours,future._6A.sessionHours,unknown,unknown,medium,,
market_hours.future._6A.sessionHours.noTrading,market_hours,future._6A.sessionHours.noTrading,unknown,unknown,medium,,
market_hours.future._6A.sessionHours.noTrading.*,market_hours,future._6A.sessionHours.noTrading.5,unknown,unknown,medium,,
market_hours.future._6A.sessionHours.noTrading.*.end,market_hours,future._6A.sessionHours.noTrading.5.end,unknown,unknown,medium,,
market_hours.future._6A.sessionHours.noTrading.*.start,market_hours,future._6A.sessionHours.noTrading.5.start,unknown,unknown,medium,,
market_hours.future._6A.sessionHours.regularMarket,market_hours,future._6A.sessionHours.regularMarket,unknown,unknown,medium,,
market_hours.future._6A.sessionHours.regularMarket.*,market_hours,future._6A.sessionHours.regularMarket.1,unknown,unknown,medium,,
market_hours.future._6A.sessionHours.regularMarket.*.end,market_hours,future._6A.sessionHours.regularMarket.1.end,unknown,unknown,medium,,
market_hours.future._6A.sessionHours.regularMarket.*.start,market_hours,future._6A.sessionHours.regularMarket.1.start,unknown,unknown,medium,,
market_hours.future._6B,market_hours,future._6B,unknown,unknown,medium,,
market_hours.future._6B.category,market_hours,future._6B.category,unknown,unknown,medium,,
market_hours.future._6B.date,market_hours,future._6B.date,unknown,unknown,medium,,
market_hours.future._6B.exchange,market_hours,future._6B.exchange,unknown,unknown,low,,
market_hours.future._6B.isOpen,market_hours,future._6B.isOpen,market_hours,unknown,medium,,
market_hours.future._6B.marketType,market_hours,future._6B.marketType,unknown,unknown,medium,,
market_hours.future._6B.product,market_hours,future._6B.product,unknown,unknown,medium,,
market_hours.future._6B.productName,market_hours,future._6B.productName,unknown,unknown,medium,,
market_hours.future._6B.sessionHours,market_hours,future._6B.sessionHours,unknown,unknown,medium,,
market_hours.future._6B.sessionHours.noTrading,market_hours,future._6B.sessionHours.noTrading,unknown,unknown,medium,,
